maladyId,sourceAccession,slug,name
3372,300495,autism_x_linked_2,"autism x-linked 2"
3400,300613,myopia_13_x_linked,"myopia 13, x-linked"
3405,300623,fragile_x_tremor_ataxia_syndrome,"fragile x tremor/ataxia syndrome"
3429,300711,pyloric_stenosis_infantile_hypertrophic_4,"pyloric stenosis, infantile hypertrophic, 4"
3439,300756,alzheimer_disease_16,"alzheimer disease 16"
3454,300816,combined_oxidative_phosphorylation_deficiency_6,"combined oxidative phosphorylation deficiency 6"
3467,300853,immunodeficiency_x_linked_with_magnesium_defect_epstein_barr_virus_infection_and_neoplasia,"immunodeficiency, x-linked, with magnesium defect, epstein-barr virus infection, and neoplasia"
3475,300863,chondrodysplasia_with_platyspondyly_distinctive_brachydactyly_hydrocephaly_and_microphthalmia,"chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia"
3520,300979,xq25_duplication_syndrome,"xq25 duplication syndrome"
3522,300983,mental_retardation_x_linked_104,"mental retardation, x-linked 104"
3523,300984,mental_retardation_x_linked_105,"mental retardation, x-linked 105"
3532,301000,wiskott_aldrich_syndrome,"wiskott-aldrich syndrome"
3536,301013,mental_retardation_x_linked_107,"mental retardation, x-linked 107"
3544,301025,paganini_miozzo_syndrome,"paganini-miozzo syndrome"
3545,301026,keipert_syndrome,"keipert syndrome"
3547,301029,shukla_vernon_syndrome,"shukla-vernon syndrome"
3567,301790,spinocerebellar_ataxia_x_linked_3,"spinocerebellar ataxia, x-linked 3"
3578,302045,cardiomyopathy_dilated_3b,"cardiomyopathy, dilated, 3b"
3581,302350,nance_horan_syndrome,"nance-horan syndrome"
3586,302800,charcot_marie_tooth_disease_x_linked_dominant_1,"charcot-marie-tooth disease, x-linked dominant, 1"
3596,303350,masa_syndrome,"masa syndrome"
3600,303700,blue_cone_monochromacy,"blue cone monochromacy"
3616,304700,mohr_tranebjaerg_syndrome,"mohr-tranebjaerg syndrome"
3629,305600,focal_dermal_hypoplasia,"focal dermal hypoplasia"
3631,305690,genitourinary_tract_anomalies,"genitourinary tract anomalies"
3632,305700,spermatogenic_failure_x_linked_1,"spermatogenic failure, x-linked, 1"
3671,308800,keratosis_follicularis_spinulosa_decalvans_x_linked,"keratosis follicularis spinulosa decalvans, x-linked"
3676,308960,leukemia_acute_x_linked,"leukemia, acute, x-linked"
3689,309548,mental_retardation_x_linked_associated_with_fragile_site_fraxe,"mental retardation, x-linked, associated with fragile site fraxe"
3699,309640,mental_retardation_with_spastic_paraplegia,"mental retardation with spastic paraplegia"
3424,300704,prostate_cancer_hereditary_x_linked_2,"prostate cancer, hereditary, x-linked 2"
3437,300752,protoporphyria_erythropoietic_x_linked,"protoporphyria, erythropoietic, x-linked"
3445,300801,chromosome_xp1123_p1122_duplication_syndrome,"chromosome xp11.23-p11.22 duplication syndrome"
3459,300833,46xx_sex_reversal_3_2,"46,xx sex reversal 3"
3486,300888,hypothyroidism_central_with_testicular_enlargement,"hypothyroidism, central, with testicular enlargement"
3493,300910,bone_mineral_density_quantitative_trait_locus_18,"bone mineral density quantitative trait locus 18"
3530,300997,mental_retardation_x_linked_106,"mental retardation, x-linked 106"
3537,301014,osteogenesis_imperfecta_type_xix,"osteogenesis imperfecta, type xix"
3583,302500,spinocerebellar_ataxia_x_linked_1,"spinocerebellar ataxia, x-linked 1"
3630,305620,frontometaphyseal_dysplasia_1,"frontometaphyseal dysplasia 1"
3637,306400,granulomatous_disease_chronic_x_linked,"granulomatous disease, chronic, x-linked"
3663,308280,impacted_teeth_multiple,"impacted teeth, multiple"
3674,308940,leiomyomatosis_diffuse_with_alport_syndrome,"leiomyomatosis, diffuse, with alport syndrome"
3713,310460,myopia_1_x_linked,"myopia 1, x-linked"
3717,310490,charcot_marie_tooth_disease_x_linked_recessive_4_with_or_without_cerebellar_ataxia,"charcot-marie-tooth disease, x-linked recessive, 4, with or without cerebellar ataxia"
3742,312150,multiple_pterygium_syndrome_x_linked_2,"multiple pterygium syndrome, x-linked"
3749,312550,retinal_dysplasia_primary,"retinal dysplasia, primary"
3805,500006,cardiomyopathy_infantile_hypertrophic,"cardiomyopathy, infantile hypertrophic"
3818,530000,kearns_sayre_syndrome,"kearns-sayre syndrome"
3827,557000,pearson_marrow_pancreas_syndrome,"pearson marrow-pancreas syndrome"
3838,600080,myelocytic_leukemia_like_syndrome_familial_chronic,"myelocytic leukemia-like syndrome, familial, chronic"
3840,600082,prostatic_hyperplasia_benign,"prostatic hyperplasia, benign"
3871,600176,pachygyria_with_mental_retardation_seizures_and_arachnoid_cysts,"pachygyria with mental retardation, seizures, and arachnoid cysts"
3891,600318,diabetes_mellitus_insulin_dependent_3,"diabetes mellitus, insulin-dependent, 3"
3896,600329,osteopetrosis_and_infantile_neuroaxonal_dystrophy,"osteopetrosis and infantile neuroaxonal dystrophy"
3901,600335,succinic_acidemia,"succinic acidemia"
3918,600458,adenomyosis,"adenomyosis"
3948,600669,epilepsy_idiopathic_generalized,"epilepsy, idiopathic generalized"
3964,600791,deafness_autosomal_recessive_4_with_enlarged_vestibular_aqueduct,"deafness, autosomal recessive 4, with enlarged vestibular aqueduct"
3968,600801,isoproterenol_mediated_vasodilatation,"isoproterenol-mediated vasodilatation"
3969,601457,severe_combined_immunodeficiency_autosomal_recessive_t_cell_negative_b_cell_positive_nk_cell_negative,"severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-positive, nk cell-negative"
3993,600962,palmoplantar_keratoderma_nonepidermolytic,"palmoplantar keratoderma, nonepidermolytic"
4017,601071,deafness_autosomal_recessive_9,"deafness, autosomal recessive 9"
4063,601317,deafness_autosomal_dominant_11,"deafness, autosomal dominant 11"
4072,601345,ectodermal_dysplasia_with_natal_teeth_turnpenny_type_2,"ectodermal dysplasia with natal teeth, turnpenny type"
4088,601367,stroke_ischemic,"stroke, ischemic"
4102,601399,platelet_disorder_familial_with_associated_myeloid_malignancy,"platelet disorder, familial, with associated myeloid malignancy"
4103,601407,diabetes_mellitus_noninsulin_dependent_2,"diabetes mellitus, noninsulin-dependent, 2"
4104,601410,diabetes_mellitus_transient_neonatal_1,"diabetes mellitus, transient neonatal, 1"
4129,601536,athabaskan_brainstem_dysgenesis_syndrome,"athabaskan brainstem dysgenesis syndrome"
4159,601694,leptin_serum_level_of_quantitative_trait_locus_1,"leptin, serum level of, quantitative trait locus 1"
4165,601707,curry_jones_syndrome_2,"curry-jones syndrome"
3722,310800,nystagmus_myoclonic,"nystagmus, myoclonic"
3733,311360,premature_ovarian_failure_1,"premature ovarian failure 1"
3741,312080,pelizaeus_merzbacher_disease,"pelizaeus-merzbacher disease"
3783,314550,vesicoureteral_reflux_x_linked,"vesicoureteral reflux, x-linked"
3784,314560,von_willebrand_disease_x_linked_form,"von willebrand disease, x-linked form"
3829,580000,deafness_aminoglycoside_induced,"deafness, aminoglycoside-induced"
3842,600089,pancreatic_beta_cell_agenesis_with_neonatal_diabetes_mellitus,"pancreatic beta cell agenesis with neonatal diabetes mellitus"
3847,600105,retinitis_pigmentosa_12,"retinitis pigmentosa 12"
3849,600116,parkinson_disease_2_autosomal_recessive_juvenile,"parkinson disease 2, autosomal recessive juvenile"
3854,600123,atrioventricular_septal_defect_with_blepharophimosis_and_anal_and_radial_defects,"atrioventricular septal defect with blepharophimosis and anal and radial defects"
3869,600171,gonadal_agenesis,"gonadal agenesis"
3953,600706,proximal_myopathy_with_focal_depletion_of_mitochondria,"proximal myopathy with focal depletion of mitochondria"
4014,601042,dystonia_9,"dystonia 9"
4023,601095,harrod_syndrome,"harrod syndrome"
4040,601186,microphthalmia_syndromic_9_2,"microphthalmia, syndromic 9"
4056,601230,dermatitis_herpetiformis_familial_2,"dermatitis herpetiformis, familial"
4059,601283,diabetes_mellitus_noninsulin_dependent_1_2,"diabetes mellitus, noninsulin-dependent, 1"
4079,601352,mental_retardation_microcephaly_epilepsy_and_coarse_face,"mental retardation, microcephaly, epilepsy, and coarse face"
4081,601355,microcephaly_congenital_heart_disease_unilateral_renal_agenesis_and_hyposegmented_lungs,"microcephaly, congenital heart disease, unilateral renal agenesis, and hyposegmented lungs"
4089,601369,deafness_autosomal_dominant_9,"deafness, autosomal dominant 9"
4098,601386,deafness_autosomal_recessive_12,"deafness, autosomal recessive 12"
4109,601427,anterior_chamber_cleavage_disorder_cerebellar_hypoplasia_hypothyroidism_and_tracheal_stenosis,"anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis"
4115,601454,psoriasis_3,"psoriasis 3"
4124,601493,cardiomyopathy_dilated_1c_with_or_without_left_ventricular_noncompaction,"cardiomyopathy, dilated, 1c, with or without left ventricular noncompaction"
4127,601499,axenfeld_rieger_syndrome_type_2_2,"axenfeld-rieger syndrome, type 2"
4153,601668,spondyloepimetaphyseal_dysplasia_with_abnormal_dentition,"spondyloepimetaphyseal dysplasia with abnormal dentition"
4176,601794,coloboma_obesity_hypogenitalism_mental_retardation_syndrome,"coloboma-obesity-hypogenitalism-mental retardation syndrome"
4196,601885,cataract_14_multiple_types,"cataract 14, multiple types"
4204,601954,muscular_dystrophy_limb_girdle_autosomal_recessive_7,"muscular dystrophy, limb-girdle, autosomal recessive 7"
4216,602071,broad_terminal_phalanges_familial,"broad terminal phalanges, familial"
4233,602114,nephropathy_progressive_tubulointerstitial_with_cholestatic_liver_disease,"nephropathy, progressive tubulointerstitial, with cholestatic liver disease"
4262,602473,encephalopathy_ethylmalonic,"encephalopathy, ethylmalonic"
4274,602511,pseudoacromegaly_with_severe_insulin_resistance,"pseudoacromegaly with severe insulin resistance"
4288,602562,mandibulofacial_dysostosis_with_macroblepharon_and_macrostomia,"mandibulofacial dysostosis with macroblepharon and macrostomia"
4306,602782,histiocytosis_lymphadenopathy_plus_syndrome,"histiocytosis-lymphadenopathy plus syndrome"
4321,603117,spastic_paraplegia_optic_atrophy_microcephaly_and_xy_sex_reversal,"spastic paraplegia, optic atrophy, microcephaly, and xy sex reversal"
4325,603165,dermatitis_atopic,"dermatitis, atopic"
4333,603218,huntington_disease_like_1,"huntington disease-like 1"
4337,603278,focal_segmental_glomerulosclerosis_1,"focal segmental glomerulosclerosis 1"
4341,603342,schizophrenia_2,"schizophrenia 2"
4343,603373,hyperthyroidism_familial_gestational,"hyperthyroidism, familial gestational"
5929,612274,ciliary_dyskinesia_primary_8,"ciliary dyskinesia, primary, 8"
5947,612310,premature_ovarian_failure_6,"premature ovarian failure 6"
5948,612313,glass_syndrome,"glass syndrome"
5956,612347,jervell_and_lange_nielsen_syndrome_2,"jervell and lange-nielsen syndrome 2"
5985,612406,dystonia_17_torsion_autosomal_recessive,"dystonia 17, torsion, autosomal recessive"
6001,612459,body_mass_index_quantitative_trait_locus_13,"body mass index quantitative trait locus 13"
6003,612462,pseudohypoparathyroidism_type_ic,"pseudohypoparathyroidism, type ic"
6017,612528,diamond_blackfan_anemia_5,"diamond-blackfan anemia 5"
6022,612541,neutropenia_severe_congenital_4_autosomal_recessive_2,"neutropenia, severe congenital, 4, autosomal recessive"
6027,612556,adiponectin_serum_level_of_quantitative_trait_locus_1,"adiponectin, serum level of, quantitative trait locus 1"
6030,612559,leukemia_chronic_lymphocytic_5,"leukemia, chronic lymphocytic 5"
6033,612562,diamond_blackfan_anemia_7,"diamond-blackfan anemia 7"
6043,612577,amyotrophic_lateral_sclerosis_11,"amyotrophic lateral sclerosis 11"
6050,612590,colorectal_cancer_9,"colorectal cancer 9"
6065,612630,hair_morphology_1,"hair morphology 1"
6079,612651,endocrine_cerebroosteodysplasia,"endocrine-cerebroosteodysplasia"
6081,612656,episodic_ataxia_type_6_2,"episodic ataxia, type 6"
6101,612731,faciocardiomelic_syndrome,"faciocardiomelic syndrome"
6114,612789,deafness_autosomal_recessive_71,"deafness, autosomal recessive 71"
6131,612863,chromosome_6q24_q25_deletion_syndrome,"chromosome 6q24-q25 deletion syndrome"
6133,612868,corneal_dystrophy_posterior_amorphous,"corneal dystrophy, posterior amorphous"
6144,612893,stature_quantitative_trait_locus_19,"stature quantitative trait locus 19"
6145,612894,stature_quantitative_trait_locus_20,"stature quantitative trait locus 20"
6194,613007,biliary_cirrhosis_primary_2,"biliary cirrhosis, primary, 2"
6218,613060,epilepsy_idiopathic_generalized_10_2,"epilepsy, idiopathic generalized 10"
6262,613120,brugada_syndrome_7,"brugada syndrome 7"
6273,613153,muscular_dystrophy_dystroglycanopathy_congenital_with_brain_and_eye_anomalies_type_a_5,"muscular dystrophy-dystroglycanopathy  , type a, 5"
6281,613162,spastic_paraplegia_45_autosomal_recessive,"spastic paraplegia 45, autosomal recessive"
6359,613371,spinocerebellar_ataxia_30,"spinocerebellar ataxia 30"
6364,613387,fatty_liver_disease_nonalcoholic_2,"fatty liver disease, nonalcoholic 2"
6409,613496,immunodeficiency_common_variable_6,"immunodeficiency, common variable, 6"
6453,613610,cranioectodermal_dysplasia_2,"cranioectodermal dysplasia 2"
6486,613673,anemia_congenital_dyserythropoietic_type_iv,"anemia, congenital dyserythropoietic, type iv"
6487,613674,vesicoureteral_reflux_3,"vesicoureteral reflux 3"
6493,613680,beaulieu_boycott_innes_syndrome,"beaulieu-boycott-innes syndrome"
6500,613690,cardiomyopathy_familial_hypertrophic_7,"cardiomyopathy, familial hypertrophic, 7"
6506,613702,klippel_feil_syndrome_3_autosomal_dominant,"klippel-feil syndrome 3, autosomal dominant"
6509,613705,orofacial_cleft_10,"orofacial cleft 10"
6527,613735,brain_malformations_with_or_without_urinary_tract_defects,"brain malformations with or without urinary tract defects"
6537,613758,retinitis_pigmentosa_47_2,"retinitis pigmentosa 47"
6545,613776,chromosome_17p131_deletion_syndrome,"chromosome 17p13.1 deletion syndrome"
6551,613789,complement_component_8_deficiency_type_ii,"complement component 8 deficiency, type ii"
6559,613800,meier_gorlin_syndrome_2,"meier-gorlin syndrome 2"
6581,613830,night_blindness_congenital_stationary_type_1d,"night blindness, congenital stationary, type 1d"
6604,613870,hirschsprung_disease_cardiac_defects_and_autonomic_dysfunction,"hirschsprung disease, cardiac defects, and autonomic dysfunction"
6613,613886,obesity_hyperphagia_and_developmental_delay,"obesity, hyperphagia, and developmental delay"
3909,600373,codas_syndrome,"codas syndrome"
3911,600383,mesomelia_synostoses_syndrome,"mesomelia-synostoses syndrome"
3914,600416,muscular_dystrophy_scapulohumeral,"muscular dystrophy, scapulohumeral"
3941,600638,fibrosis_of_extraocular_muscles_congenital_3a_with_or_without_extraocular_involvement,"fibrosis of extraocular muscles, congenital, 3a, with or without extraocular involvement"
3958,600762,human_papillomavirus_e5_central_sequence_like_1,"human papillomavirus e5 central sequence-like 1"
3959,600771,dwarfism_familial_with_muscle_spasms_2,"dwarfism, familial, with muscle spasms"
3986,600907,enamel_hypoplasia_cataracts_and_aqueductal_stenosis,"enamel hypoplasia, cataracts, and aqueductal stenosis"
4055,601228,polyposis_syndrome_hereditary_mixed_1,"polyposis syndrome, hereditary mixed, 1"
4070,601341,atrophia_maculosa_varioliformis_cutis_familial,"atrophia maculosa varioliformis cutis, familial"
4090,601370,holoprosencephaly_semilobar_with_craniosynostosis,"holoprosencephaly, semilobar, with craniosynostosis"
4138,601553,hypotrichosis_congenital_with_juvenile_macular_dystrophy,"hypotrichosis, congenital, with juvenile macular dystrophy"
4141,601561,dyssegmental_dysplasia_with_glaucoma,"dyssegmental dysplasia with glaucoma"
4143,601596,charcot_marie_tooth_disease_type_4c,"charcot-marie-tooth disease, type 4c"
4146,601612,lung_agenesis_congenital_heart_defects_and_thumb_anomalies_syndrome,"lung agenesis, congenital heart defects, and thumb anomalies syndrome"
4147,601616,iris_pigment_epithelium_anomalies,"iris pigment epithelium anomalies"
4180,601809,spondylospinal_thoracic_dysostosis,"spondylospinal thoracic dysostosis"
4250,602398,desmosterolosis,"desmosterolosis"
4280,602551,jejunal_atresia_with_renal_adysplasia,"jejunal atresia with renal adysplasia"
4286,602558,craniomicromelic_syndrome,"craniomicromelic syndrome"
4287,602561,brachydactyly_intraventricular_septal_defect_and_deafness,"brachydactyly, intraventricular septal defect, and deafness"
4289,602564,emphysema_congenital_with_deafness_penoscrotal_web_and_mental_retardation,"emphysema, congenital, with deafness, penoscrotal web, and mental retardation"
4303,602759,prostate_cancer_hereditary_8,"prostate cancer, hereditary, 8"
4309,602966,orofacial_cleft_2_2,"orofacial cleft 2"
4315,603040,tumor_suppressor_gene_on_chromosome_11,"tumor suppressor gene on chromosome 11"
4351,603394,microcephaly_severe_with_skeletal_anomalies_including_posterior_rib_gap_defects,"microcephaly, severe, with skeletal anomalies including posterior rib-gap defects"
4372,603569,tracheobronchial_stenosis_congenital,"tracheobronchial stenosis, congenital"
4395,603688,prostate_cancer_brain_cancer_susceptibility,"prostate cancer/brain cancer susceptibility"
4398,603720,deafness_autosomal_recessive_16,"deafness, autosomal recessive 16"
4420,603932,intervertebral_disc_disease,"intervertebral disc disease"
4433,604093,keratosis_pilaris_atrophicans,"keratosis pilaris atrophicans"
4442,604169,left_ventricular_noncompaction_1,"left ventricular noncompaction 1"
4452,604219,cataract_9_multiple_types,"cataract 9, multiple types"
4503,604432,spinocerebellar_ataxia_11,"spinocerebellar ataxia 11"
4522,604765,cardiomyopathy_dilated_1i,"cardiomyopathy, dilated, 1i"
4532,604830,mandibulofacial_dysostosis_syndrome_bauru_type,"mandibulofacial dysostosis syndrome, bauru type"
4547,605026,diabetes_mellitus_congenital_autoimmune,"diabetes mellitus, congenital autoimmune"
4556,605105,early_response_to_neural_induction_gene,"early response to neural induction gene"
4566,605244,carney_complex_type_2,"carney complex, type 2"
4570,605274,mesomelic_dysplasia_savarirayan_type_2,"mesomelic dysplasia, savarirayan type"
4590,605407,segawa_syndrome_autosomal_recessive,"segawa syndrome, autosomal recessive"
4609,605588,charcot_marie_tooth_disease_axonal_type_2b1,"charcot-marie-tooth disease, axonal, type 2b1"
4634,605756,ovarian_dysgenesis_hypergonadotropic_with_short_stature_and_recurrent_metabolic_acidosis,"ovarian dysgenesis, hypergonadotropic, with short stature and recurrent metabolic acidosis"
5902,612228,stature_quantitative_trait_locus_14,"stature quantitative trait locus 14"
5916,612247,crouzon_syndrome_with_acanthosis_nigricans,"crouzon syndrome with acanthosis nigricans"
5936,612287,nephrolithiasis_osteoporosis_hypophosphatemic_2,"nephrolithiasis/osteoporosis, hypophosphatemic, 2"
5955,612345,chromosome_2q312_deletion_syndrome,"chromosome 2q31.2 deletion syndrome"
5973,612371,major_affective_disorder_7_2,"major affective disorder 7"
5979,612381,inflammatory_bowel_disease_23,"inflammatory bowel disease 23"
5982,612389,pontocerebellar_hypoplasia_type_2b_2,"pontocerebellar hypoplasia, type 2b"
5992,612431,deafness_autosomal_dominant_27,"deafness, autosomal dominant 27"
6018,612529,amelogenesis_imperfecta_hypomaturation_type_iia2,"amelogenesis imperfecta, hypomaturation type, iia2"
6020,612539,spastic_paraplegia_42_autosomal_dominant,"spastic paraplegia 42, autosomal dominant"
6060,612624,microvascular_complications_of_diabetes_3,"microvascular complications of diabetes 3"
6070,612635,microvascular_complications_of_diabetes_7,"microvascular complications of diabetes 7"
6090,612712,leber_congenital_amaurosis_13,"leber congenital amaurosis 13"
6105,612759,synesthesia,"synesthesia"
6109,612780,seizures_sensorineural_deafness_ataxia_mental_retardation_and_electrolyte_imbalance,"seizures, sensorineural deafness, ataxia, mental retardation, and electrolyte imbalance"
6118,612797,high_density_lipoprotein_cholesterol_level_quantitative_trait_locus_12,"high density lipoprotein cholesterol level quantitative trait locus 12"
6158,612926,hemolytic_uremic_syndrome_atypical_6,"hemolytic uremic syndrome, atypical 6"
6161,612936,spastic_paraplegia_50_autosomal_recessive,"spastic paraplegia 50, autosomal recessive"
6162,612937,muscular_dystrophy_dystroglycanopathy_type_c_15,"muscular dystrophy-dystroglycanopathy  , type c, 15"
6183,612975,short_sleep_familial_natural_1,"short sleep, familial natural, 1"
6189,613000,palmoplantar_keratoderma_nonepidermolytic_focal_1,"palmoplantar keratoderma, nonepidermolytic, focal 1"
6221,613063,basal_cell_carcinoma_6,"basal cell carcinoma 6"
6232,613077,progressive_external_ophthalmoplegia_with_mitochondrial_dna_deletions_autosomal_dominant_5,"progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 5"
6239,613088,pelvic_organ_prolapse_2,"pelvic organ prolapse 2"
6242,613091,short_rib_thoracic_dysplasia_3_with_or_without_polydactyly,"short-rib thoracic dysplasia 3 with or without polydactyly"
6247,613096,spastic_paraplegia_36_autosomal_dominant,"spastic paraplegia 36, autosomal dominant"
6255,613107,neutropenia_severe_congenital_2_autosomal_dominant_2,"neutropenia, severe congenital, 2, autosomal dominant"
6266,613135,parkinsonism_dystonia_infantile_1,"parkinsonism-dystonia, infantile, 1"
6278,613158,muscular_dystrophy_dystroglycanopathy_type_c_2,"muscular dystrophy-dystroglycanopathy  , type c, 2"
6283,613164,parkinson_disease_16_2,"parkinson disease 16"
6286,613177,cutis_laxa_autosomal_recessive_type_ic,"cutis laxa, autosomal recessive, type ic"
6292,613204,muscular_dystrophy_congenital_due_to_integrin_alpha_7_deficiency,"muscular dystrophy, congenital, due to integrin alpha-7 deficiency"
6295,613207,asthma_related_traits_8,"asthma-related traits 8"
6315,613252,cardiomyopathy_dilated_1ee,"cardiomyopathy, dilated, 1ee"
6316,613254,tuberous_sclerosis_2,"tuberous sclerosis 2"
6317,613255,cardiomyopathy_familial_hypertrophic_15,"cardiomyopathy, familial hypertrophic, 15"
6344,613328,roifman_chitayat_syndrome,"roifman-chitayat syndrome"
6376,613410,autism_16,"autism 16"
6377,613411,oguchi_disease_2,"oguchi disease 2"
6378,613412,esophagitis_eosinophilic_2,"esophagitis, eosinophilic, 2"
6382,613435,amyotrophic_lateral_sclerosis_12,"amyotrophic lateral sclerosis 12"
6389,613454,rett_syndrome_congenital_variant,"rett syndrome, congenital variant"
6394,613460,fasting_plasma_glucose_level_quantitative_trait_locus_6,"fasting plasma glucose level quantitative trait locus 6"
3836,600060,deafness_autosomal_recessive_2,"deafness, autosomal recessive 2"
3850,600117,dysphasia_familial_developmental,"dysphasia, familial developmental"
3857,600138,retinitis_pigmentosa_11,"retinitis pigmentosa 11"
3890,600316,deafness_autosomal_recessive_3,"deafness, autosomal recessive 3"
3902,600343,parotid_salivary_glands_polycystic_dysgenetic_disease_of,"parotid salivary glands, polycystic dysgenetic disease of"
3936,600625,orofacial_cleft_11,"orofacial cleft 11"
3954,600721,d_2_hydroxyglutaric_aciduria_1,"d-2-hydroxyglutaric aciduria 1"
3969,600802,severe_combined_immunodeficiency_autosomal_recessive_t_cell_negative_b_cell_positive_nk_cell_negative,"severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-positive, nk cell-negative"
3978,600881,cataract_10_multiple_types,"cataract 10, multiple types"
3984,600903,wiskott_aldrich_syndrome_autosomal_dominant_form,"wiskott-aldrich syndrome, autosomal dominant form"
4009,601004,portal_vein_cavernous_transformation_of,"portal vein, cavernous transformation of"
4026,601101,telangiectasia_hereditary_hemorrhagic_type_3,"telangiectasia, hereditary hemorrhagic, type 3"
4033,611878,cardiomyopathy_dilated_1e,"cardiomyopathy, dilated, 1e"
4052,601221,tissue_specific_extinguisher_3,"tissue-specific extinguisher 3"
4067,601322,porencephaly_cerebellar_hypoplasia_and_internal_malformations,"porencephaly, cerebellar hypoplasia, and internal malformations"
4096,601379,hunter_mcalpine_craniosynostosis_syndrome,"hunter-mcalpine craniosynostosis syndrome"
4152,601666,diabetes_mellitus_insulin_dependent_15,"diabetes mellitus, insulin-dependent, 15"
4160,601696,novelty_seeking_personality_trait,"novelty seeking personality trait"
4179,601808,chromosome_18q_deletion_syndrome,"chromosome 18q deletion syndrome"
4194,601876,sperm_specific_antigen_1,"sperm-specific antigen 1"
4201,601941,diabetes_mellitus_insulin_dependent_6,"diabetes mellitus, insulin-dependent, 6"
4232,602111,spondyloepimetaphyseal_dysplasia_missouri_type,"spondyloepimetaphyseal dysplasia, missouri type"
4238,602199,medium_chain_3_ketoacyl_coa_thiolase_deficiency_2,"medium chain 3-ketoacyl-coa thiolase deficiency"
4249,602390,hemochromatosis_type_2a,"hemochromatosis, type 2a"
4257,602440,amyotrophy_monomelic,"amyotrophy, monomelic"
4268,602484,pelvic_hypoplasia_with_lower_limb_arthrogryposis,"pelvic hypoplasia with lower-limb arthrogryposis"
4292,602594,retinitis_pigmentosa_22,"retinitis pigmentosa 22"
4305,602772,retinitis_pigmentosa_25,"retinitis pigmentosa 25"
4317,603047,astigmatism,"astigmatism"
4323,603133,dislocated_elbows_bowed_tibias_scoliosis_deafness_cataract_microcephaly_and_mental_retardation,"dislocated elbows, bowed tibias, scoliosis, deafness, cataract, microcephaly, and mental retardation"
4332,603206,schizophrenia_8,"schizophrenia 8"
4347,603387,megalencephaly_polymicrogyria_polydactyly_hydrocephalus_syndrome_1,"megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1"
4349,603389,osebold_skeletal_dysplasia_osteolysis_syndrome,"osebold skeletal dysplasia/osteolysis syndrome"
4357,603467,fanconi_anemia_complementation_group_f,"fanconi anemia, complementation group f"
4370,603554,omenn_syndrome,"omenn syndrome"
4383,603629,deafness_autosomal_recessive_21,"deafness, autosomal recessive 21"
4386,603643,situs_inversus_totalis_with_cystic_dysplasia_of_kidneys_and_pancreas,"situs inversus totalis with cystic dysplasia of kidneys and pancreas"
4450,604213,chudley_mccullough_syndrome,"chudley-mccullough syndrome"
4451,604218,encephalopathy_familial_with_neuroserpin_inclusion_bodies,"encephalopathy, familial, with neuroserpin inclusion bodies"
4454,604232,leber_congenital_amaurosis_3,"leber congenital amaurosis 3"
4456,604250,hemochromatosis_type_3,"hemochromatosis, type 3"
4464,604288,cardiomyopathy_dilated_1h,"cardiomyopathy, dilated, 1h"
4474,604317,microcephaly_2_primary_autosomal_recessive_with_or_without_cortical_malformations,"microcephaly 2, primary, autosomal recessive, with or without cortical malformations"
4255,602429,glaucoma_1_open_angle_d,"glaucoma 1, open angle, d"
4263,602475,ossification_of_the_posterior_longitudinal_ligament_of_spine,"ossification of the posterior longitudinal ligament of spine"
4295,602612,camptodactyly_myopia_and_fibrosis_of_the_medial_rectus_muscle_of_eye,"camptodactyly, myopia, and fibrosis of the medial rectus muscle of eye"
4302,602723,psoriasis_2,"psoriasis 2"
4310,602994,leukoregulin,"leukoregulin"
4338,603284,cerebral_cavernous_malformations_2_2,"cerebral cavernous malformations 2"
4345,603383,glaucoma_1_open_angle_f,"glaucoma 1, open angle, f"
4358,603471,citrullinemia_type_ii_adult_onset,"citrullinemia, type ii, adult-onset"
4373,603572,microcephaly_facial_abnormalities_micromelia_and_mental_retardation,"microcephaly, facial abnormalities, micromelia, and mental retardation"
4388,603656,exostosis_dupuytren_subungual,"exostosis, dupuytren subungual"
4437,604129,epidermolysis_bullosa_pruriginosa,"epidermolysis bullosa pruriginosa"
4478,604326,spinocerebellar_ataxia_12,"spinocerebellar ataxia 12"
4492,604380,ulnar_ray_dysgenesis_with_postaxial_polydactyly_and_renal_cystic_dysplasia,"ulnar ray dysgenesis with postaxial polydactyly and renal cystic dysplasia"
4499,604401,arrhythmogenic_right_ventricular_dysplasia_familial_6,"arrhythmogenic right ventricular dysplasia, familial, 6"
4514,604563,charcot_marie_tooth_disease_type_4b2_2,"charcot-marie-tooth disease, type 4b2"
4516,604595,cholesterol_level_quantitative_trait_locus_1,"cholesterol level quantitative trait locus 1"
4528,604804,microcephaly_3_primary_autosomal_recessive,"microcephaly 3, primary, autosomal recessive"
4531,604827,epilepsy_idiopathic_generalized_7,"epilepsy, idiopathic generalized 7"
4533,604841,stickler_syndrome_type_ii,"stickler syndrome, type ii"
4544,605013,microhydranencephaly,"microhydranencephaly"
